"","device_owner","device_id","pac","name","data_type","comms_type","long","lat","last_comm","locationCode","addr","suburb","city","country","room","hhi","cluster","privacy","risk","buildingType","tenure","height","direction","school","building","floor","classRoom","deployment_id","share","fw_ver","status","room_type","school_code","class_code","test"
"668","teharatau.mailbox@education.govt.nz","S002256","AE251E01921B97DA","22/Room11","CL","W",174.0116827,-36.1221712,1688025600,"Ruawai|NZ","4375 State Hwy 12","Ruawai","Ruawai","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Ruawai College","H BLOCK",0,"Room11","4ec1566e-566e-166e-866e-0000094ed691",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","22","Room11",FALSE
"669","teharatau.mailbox@education.govt.nz","S002257","54A2DFC09407DA73","3106/TeWhareHauora","CL","W",173.8953759,-35.0416526,1688025600,"Kerikeri|NZ","2209 Wainui Rd","Matauri Bay","Kerikeri","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","TKKM o Whangaroa","MULTIPURPOSE SPACE",0,"TeWhareHauora","066432dd-32dd-12dd-82dd-000051e11cf9",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3106","TeWhareHauora",FALSE
"670","teharatau.mailbox@education.govt.nz","S002258","A4A314F94F9632AA","1036/Room3","CL","W",174.1393127,-35.707447,1688025600,"Kokopu|NZ","Kokopu Rd","Kokopu","Kokopu","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kokopu School","Room 3",0,"Room3","6f3c1add-1add-12dd-82dd-00004844dadf",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1036","Room3",FALSE
"671","teharatau.mailbox@education.govt.nz","S002259","584531F031A8E730","1043/Room12","CL","W",174.2218287,-35.6575647,1686257100,"Matarau|NZ","124 Matarau Rd","Matarau","Matarau","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Matarau School","Room 12 & Staffroom",0,"Room12","4df6e634-6634-1634-8634-000038546190",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1043","Room12",FALSE
"672","teharatau.mailbox@education.govt.nz","S002261","8C0DB6F59E0323C7","1059/Room7","CL","W",173.7642059,-35.3237571,1688025600,"Haruru|NZ","Settlers Way","Ōkaihau","Haruru","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Okaihau Primary School","ROOM 7",0,"Room7","1f5c7dd8-7dd8-15d8-85d8-000072ba4625",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1059","Room7",FALSE
"673","teharatau.mailbox@education.govt.nz","S002262","D545DEA0142C8917","1036/Room2","CL","W",174.1393127,-35.707447,1676529900,"Kokopu|NZ","Kokopu Rd","Kokopu","Kokopu","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kokopu School","Rooms 1 & 2",0,"Room2","593b6f9f-6f9f-179f-879f-000008979820",NA,"V0.0.0","NC","living","1036","Room2",FALSE
"674","teharatau.mailbox@education.govt.nz","S002263","F373A94CEAA7A8AC","2875/Rm18","CL","W",174.7227772,-41.2894425,1688025600,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","HALL",0,"Rm18","34914927-4927-1127-8127-00007d9fc722",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2875","Rm18",FALSE
"675","teharatau.mailbox@education.govt.nz","S002264","BBAFBFE692A47C1F","2875/Rm14","CL","W",174.7227772,-41.2894425,1688025600,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","K",0,"Rm14","7ce80f75-0f75-1775-8775-00006fb3f946",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2875","Rm14",FALSE
"676","teharatau.mailbox@education.govt.nz","S002265","E2D86D42E03C0B54","2875/Rm21","CL","W",174.7227772,-41.2894425,1688025600,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","CLASSRM BLOCK",0,"Rm21","142de9a4-69a4-11a4-81a4-00003f8d3e87",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2875","Rm21",FALSE
"677","teharatau.mailbox@education.govt.nz","S002266","22691AEBC9461BD4","251/Tay Mac Lab","CL","W",175.0545031,-41.1289448,1688025600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","TECHNICAL",0,"Tay Mac Lab","4c2f7432-7432-1432-8432-00005a7863e4",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","251","Tay Mac Lab",FALSE
"678","teharatau.mailbox@education.govt.nz","S002267","235C4283DB7551E5","251/Gra 6","CL","W",175.0545031,-41.1289448,1688025600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","PHYSICS CHEMISTRY",0,"Gra 6","012a3bc0-3bc0-13c0-83c0-00006ad7e53a",NA,"V1.5.9","[66825|262914|66308|0|129|2|1|0|0|127]","living","251","Gra 6",FALSE
"679","teharatau.mailbox@education.govt.nz","S002268","64093AEF433C3430","261/P7","CL","W",174.9019429,-41.2160947,1688025600,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","PRE FABS",0,"P7","0b12b20a-320a-120a-820a-0000511ef511",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","261","P7",FALSE
"680","teharatau.mailbox@education.govt.nz","S002269","C9BEBE3CBF4737B6","2875/Rm19","CL","W",174.7227772,-41.2894425,1688025600,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","HALL",0,"Rm19","34914928-4928-1128-8128-00007d9fc721",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2875","Rm19",FALSE
"681","teharatau.mailbox@education.govt.nz","S002270","685429808CBDE374","261/V9","CL","W",174.9019429,-41.2160947,1687159800,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","MARAE",0,"V9","26d6a8d5-28d5-10d5-80d5-000075dc1edd",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","261","V9",FALSE
"682","teharatau.mailbox@education.govt.nz","S002271","93EBC33562F8446D","16/RoomWKS1","CL","W",174.3199958,-35.7145805,1688025600,"Vinetown|NZ","1 Lupton Ave","Regent","Vinetown","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Whangarei Girls High School","Hard Materials",0,"RoomWKS1","3d788581-0581-1581-8581-000015493c2b",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","16","RoomWKS1",FALSE
"683","teharatau.mailbox@education.govt.nz","S002272","8688DED6021B11E6","1043/Room 1","CL","W",174.2218287,-35.6575647,1687159800,"Matarau|NZ","124 Matarau Rd","Matarau","Matarau","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Matarau School","Rooms 1|2|3",0,"Room 1","657a834b-034b-134b-834b-0000352edbb3",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1043","Room 1",FALSE
"684","teharatau.mailbox@education.govt.nz","S002274","258B1B864BD158A7","251/Lang 3","CL","W",175.0545031,-41.1289448,1688025600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","RELOCATABLES",0,"Lang 3","3fa3c591-4591-1591-8591-000029602871",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","251","Lang 3",FALSE
"685","teharatau.mailbox@education.govt.nz","S002275","26C65C5879FECED0","1038/RoomAdmin","CL","W",174.5771206,-36.1292923,1688025600,"Waipu|NZ","34 Insley St","Mangawhai","Waipu","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Mangawhai Beach School","ADMINISTRATION",0,"RoomAdmin","58d5b1c6-31c6-11c6-81c6-00001a8b1d04",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1038","RoomAdmin",FALSE
"686","teharatau.mailbox@education.govt.nz","S002277","43434AA29AD8EBB4","1033/Room16","CL","W",174.0661083,-35.3833299,0,"Kawakawa|NZ","39 Albert St","Kawakawa","Kawakawa","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kawakawa Primary School","Block 7 ROOMS 16 + 17",0,"Room16","762a3c90-3c90-1490-8490-000053aba48c",NA,"V0.0.0","NC","living","1033","Room16",FALSE
"687","teharatau.mailbox@education.govt.nz","S002278","D6E610D6DDBE21B5","1036/Room4","CL","W",174.1393127,-35.707447,1685616300,"Kokopu|NZ","Kokopu Rd","Kokopu","Kokopu","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kokopu School","Room 4",0,"Room4","5bdda9e1-29e1-11e1-81e1-00004844da9e",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1036","Room4",FALSE
"688","teharatau.mailbox@education.govt.nz","S002280","1B52903729DE73C3","1154/Maths","CL","W",174.3271133,-35.6782303,0,"Vinetown|NZ","42 Vinegar Hill Rd","Tikipunga","Vinetown","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Te Kura Kaupapa Maori O Te Rawhiti Roa",NA,0,"Maths","4dab9484-1484-1484-8484-0000298e06ab",NA,"V0.0.0","NC","living","1154","Maths",FALSE
"689","teharatau.mailbox@education.govt.nz","S002281","D7CE430886B60C4E","261/P1","CL","W",174.9019429,-41.2160947,1688025600,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","PRE FABS",0,"P1","0b12b204-3204-1204-8204-0000511ef517",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","261","P1",FALSE
"690","teharatau.mailbox@education.govt.nz","S002282","DAA88292EDF7F2BB","261/D3","CL","W",174.9019429,-41.2160947,1688025600,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","SCIENCE CLASSROOM",0,"D3","31ee770c-770c-170c-870c-00003dde324d",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","261","D3",FALSE
"691","teharatau.mailbox@education.govt.nz","S002283","2F000731B1788C8A","261/V5","CL","W",174.9019429,-41.2160947,1688025600,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","MARAE",0,"V5","26d6a8d1-28d1-10d1-80d1-000075dc1ed9",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|31]","living","261","V5",FALSE
"692","teharatau.mailbox@education.govt.nz","S002285","398C0CB62664CBB8","251/Lang 1","CL","W",175.0545031,-41.1289448,1687902300,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","RELOCATABLES",0,"Lang 1","3fa3c58f-458f-158f-858f-000029602873",NA,"V1.5.9","[66825|262914|66308|0|33|34|33|0|0|127]","living","251","Lang 1",FALSE
"693","teharatau.mailbox@education.govt.nz","S002286","D614864847B48AF8","1080/Room11-12","CL","W",174.4798639,-35.7697148,1688025600,"Parua Bay|NZ","Whangarei Heads Rd","Parua Bay","Parua Bay","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Parua Bay School","ADMINISTRATION",0,"Room11-12","66fedbd2-5bd2-13d2-83d2-00006574e740",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1080","Room11-12",FALSE
"694","teharatau.mailbox@education.govt.nz","S002287","848B455FCC081F7A","251/Mor 1","CL","W",175.0545031,-41.1289448,1683873000,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","ART&CRAFT TYPING BLK",0,"Mor 1","32156dd3-6dd3-15d3-85d3-0000353b2741",NA,"V1.5.8","[66824|262914|66308|0|1|2|1|0|0|63]","living","251","Mor 1",FALSE
"695","teharatau.mailbox@education.govt.nz","S002288","734DFF0F7A192E79","251/E 3","CL","W",175.0545031,-41.1289448,1688025600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","TECHNICAL",0,"E 3","6fdf0e7e-0e7e-167e-867e-0000535a7727",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","251","E 3",FALSE
"696","teharatau.mailbox@education.govt.nz","S002289","2A61611736DA4824","1154/Tau6","CL","W",174.3271133,-35.6782303,1688025600,"Vinetown|NZ","42 Vinegar Hill Rd","Tikipunga","Vinetown","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","TKKM o Te Rawhiti Roa","Block 8",0,"Tau6","7c9af8e4-78e4-10e4-80e4-00002382bdc4",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","1154","Tau6",FALSE
"697","teharatau.mailbox@education.govt.nz","S002290","5FD50729D642115F","2814/Rm6","CL","W",174.8710009,-41.1435914,1687832100,"Wellington|NZ","32 Driver Cres","Cannons Creek","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Brandon Intermediate","Building 2 - CLASS",0,"Rm6","65a443d7-43d7-13d7-83d7-00005bac9f58",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2814","Rm6",FALSE
"698","teharatau.mailbox@education.govt.nz","S002291","42B832722FC40625","2866/Rm11","CL","W",174.8058417,-41.218595,1683492300,"Wellington|NZ","22 Ohariu Rd","Johnsonville","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Johnsonville School","CLASS",0,"Rm11","7c99e984-6984-1184-8184-000075a67177",NA,"V1.5.8","[66824|262914|66308|0|1|2|1|0|0|63]","living","2866","Rm11",FALSE
"699","teharatau.mailbox@education.govt.nz","S002292","1D891EA0F7E34016","2866/Rm4","CL","W",174.8058417,-41.218595,1688025600,"Wellington|NZ","22 Ohariu Rd","Johnsonville","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Johnsonville School","Classrooms",0,"Rm4","5ba78212-0212-1212-8212-00005a6b37e6",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2866","Rm4",FALSE
"700","teharatau.mailbox@education.govt.nz","S002293","D18D0650167454FB","2814/Rm7","CL","W",174.8710009,-41.1435914,1688025600,"Wellington|NZ","32 Driver Cres","Cannons Creek","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Brandon Intermediate","Building 2 - CLASS",0,"Rm7","65a443d6-43d6-13d6-83d6-00005bac9f57",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2814","Rm7",FALSE
"701","teharatau.mailbox@education.govt.nz","S002294","CB62E872AC602131","2818/Rm8","CL","W",174.8654584,-41.1407244,1688025600,"Porirua|NZ","5 Warspite Ave","Cannons Creek","Porirua","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Cannons Creek School","ADMIN BLOCK",0,"Rm8","02115b39-5b39-1339-8339-000061ccdcaa",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2818","Rm8",FALSE
"702","teharatau.mailbox@education.govt.nz","S002295","3BA0CCC2E6BB4966","2994/Rm2","CL","W",174.7787093,-41.3182701,1681892100,"Wellington|NZ","30 Te Wharepōuri St","Berhampore","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","South Wellington Intermediate","MAIN BLOCK",0,"Rm2","4da46494-6494-1494-8494-0000715fc35c",NA,"V0.0.0","NC","living","2994","Rm2",FALSE
"703","teharatau.mailbox@education.govt.nz","S002296","5A3CFAACBBA82C7C","2994/Rm7","CL","W",174.7787093,-41.3182701,1681892100,"Wellington|NZ","30 Te Wharepōuri St","Berhampore","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","South Wellington Intermediate","MAIN BLOCK",0,"Rm7","4da46499-6499-1499-8499-0000715fc357",NA,"V0.0.0","NC","living","2994","Rm7",FALSE
"704","teharatau.mailbox@education.govt.nz","S002297","94F157483CC148CD","2818/Rm3","CL","W",174.8654584,-41.1407244,1681892100,"Porirua|NZ","5 Warspite Ave","Cannons Creek","Porirua","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Cannons Creek School","Modular Block - Triple",0,"Rm3","0649f61c-761c-161c-861c-000036ccf5db",NA,"V0.0.0","NC","living","2818","Rm3",FALSE
"705","teharatau.mailbox@education.govt.nz","S002298","4A45FD5ACE17464D","261/W1","CL","W",174.9019429,-41.2160947,1681892100,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","W BLOCK",0,"W1","13c4bf2a-3f2a-172a-872a-0000288f93f9",NA,"V0.0.0","NC","living","261","W1",FALSE
"706","teharatau.mailbox@education.govt.nz","S002299","6436A7CDDB9479BC","2876/Rua","CL","W",174.7616154,-41.2872887,1681892100,"Wellington|NZ","16 Kowhai Rd","Kelburn","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kelburn Normal School","New Teaching Space",0,"Rua","7cb04cd1-4cd1-14d1-84d1-00000b37d603",NA,"V0.0.0","NC","living","2876","Rua",FALSE
"707","teharatau.mailbox@education.govt.nz","S002300","68ED6557167E2F16","2814/Sewing","CL","W",174.8710009,-41.1435914,1688024700,"Wellington|NZ","32 Driver Cres","Cannons Creek","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Brandon Intermediate","SEWING COOKING",0,"Sewing","6ffc1c83-1c83-1483-8483-000050f19acf",NA,"V1.5.9","[66825|262914|66308|0|129|2|1|0|0|127]","living","2814","Sewing",FALSE
"708","teharatau.mailbox@education.govt.nz","S002301","439FF6DA7AA73F23","2876/Maia1","CL","W",174.7616154,-41.2872887,1687159800,"Wellington|NZ","16 Kowhai Rd","Kelburn","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kelburn Normal School","New Teaching Space",0,"Maia1","121fbf8a-3f8a-178a-878a-00002cdf582f",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2876","Maia1",FALSE
"709","teharatau.mailbox@education.govt.nz","S002302","356CDDBB09D8F47A","2876/Whanui2","CL","W",174.7616154,-41.2872887,1688025600,"Wellington|NZ","16 Kowhai Rd","Kelburn","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Kelburn Normal School","New Teaching Space",0,"Whanui2","135870d1-70d1-10d1-80d1-00004c8299e8",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2876","Whanui2",FALSE
"710","teharatau.mailbox@education.govt.nz","S002303","57FF5EAF147C8AC5","2994/Rm10","CL","W",174.7787093,-41.3182701,1686710700,"Wellington|NZ","30 Te Wharepōuri St","Berhampore","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","South Wellington Intermediate","MAIN BLOCK",0,"Rm10","66e82dfd-2dfd-15fd-85fd-00001d407976",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2994","Rm10",FALSE
"711","teharatau.mailbox@education.govt.nz","S002304","C33D44CD42D56516","2814/Rm2","CL","W",174.8710009,-41.1435914,1688025600,"Wellington|NZ","32 Driver Cres","Cannons Creek","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Brandon Intermediate","Building 2 - CLASS",0,"Rm2","65a443db-43db-13db-83db-00005bac9f5c",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2814","Rm2",FALSE
"712","teharatau.mailbox@education.govt.nz","S002306","F684976FB7BDB38F","2994/Rm6","CL","W",174.7787093,-41.3182701,1688025600,"Wellington|NZ","30 Te Wharepōuri St","Berhampore","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","South Wellington Intermediate","MAIN BLOCK",0,"Rm6","4da46498-6498-1498-8498-0000715fc358",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2994","Rm6",FALSE
"713","teharatau.mailbox@education.govt.nz","S002307","F9EBFF17207F01C7","2925/Rm2","CL","W",174.8238169,-41.2185896,1687306500,"Wellington|NZ","68 Bracken Rd","Newlands","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Newlands School","BLOCK 3",0,"Rm2","0b9eb47b-347b-147b-847b-00007064de44",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2925","Rm2",FALSE
"714","teharatau.mailbox@education.govt.nz","S002308","B8824F648E1D1E0A","261/D8","CL","W",174.9019429,-41.2160947,1688025600,"Lower Hutt|NZ","84-114 Woburn Rd","Woburn","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hutt Valley High School","SCIENCE CLASSROOM",0,"D8","31ee7711-7711-1711-8711-00003dde3248",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","261","D8",FALSE
"715","teharatau.mailbox@education.govt.nz","S002309","1530173D6272E060","2818/Rm9","CL","W",174.8654584,-41.1407244,1688025600,"Porirua|NZ","5 Warspite Ave","Cannons Creek","Porirua","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Cannons Creek School","ADMIN BLOCK",0,"Rm9","02115b38-5b38-1338-8338-000061ccdcab",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2818","Rm9",FALSE
"716","teharatau.mailbox@education.govt.nz","S002310","07C7FAC7D458AFE9","2866/Rm17","CL","W",174.8058417,-41.218595,1688025600,"Wellington|NZ","22 Ohariu Rd","Johnsonville","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Johnsonville School","After School Care",0,"Rm17","41d920df-20df-10df-80df-00006a943c7d",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2866","Rm17",FALSE
"717","teharatau.mailbox@education.govt.nz","S002311","ACA1B98FE41B0E05","3051/Rm9","CL","W",174.9832879,-41.1694554,1688025600,"Lower Hutt|NZ","126 Stokes Valley Rd","Stokes Valley","Lower Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Tui Glen School","SENIOR BLOCK",0,"Rm9","440d3859-3859-1059-8059-000020dc6355",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3051","Rm9",FALSE
"718","teharatau.mailbox@education.govt.nz","S002312","A6A5C1F0D209E139","251/P 2","CL","W",175.0545031,-41.1289448,1682643600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","RELOCATABLES",0,"P 2","43df0f72-0f72-1772-8772-0000652c05fe",NA,"V1.5.8","[66824|262914|66308|0|1|2|1|0|0|63]","living","251","P 2",FALSE
"719","teharatau.mailbox@education.govt.nz","S002314","7426110D8D976C21","2875/Rm11","CL","W",174.7227772,-41.2894425,1687993200,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","BLOCK B",0,"Rm11","746ad492-5492-1492-8492-00001301be97",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2875","Rm11",FALSE
"720","teharatau.mailbox@education.govt.nz","S002315","46BFFDA415662A66","2875/Rm22","CL","W",174.7227772,-41.2894425,1688025600,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","BLOCK B",0,"Rm22","746ad472-5472-1472-8472-00001301be9a",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2875","Rm22",FALSE
"721","teharatau.mailbox@education.govt.nz","S002317","64C423852ACDC799","251/Tay 4","CL","W",175.0545031,-41.1289448,1688025600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","TECHNICAL",0,"Tay 4","0ab8a17a-217a-117a-817a-00004d69e120",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","251","Tay 4",FALSE
"722","teharatau.mailbox@education.govt.nz","S002318","D410F0670C107D0F","251/HOL2","CL","W",175.0545031,-41.1289448,1688025600,"Upper Hutt|NZ",NA,"Trentham","Upper Hutt","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heretaunga College","HOMECRAFT CLASSROOM",0,"HOL2","36acc590-4590-1590-8590-00002ee447da",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|31]","living","251","HOL2",FALSE
"723","teharatau.mailbox@education.govt.nz","S002319","39A0AA130B3C24D0","2875/Rm9","CL","W",174.7227772,-41.2894425,1688025600,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","BLOCK B",0,"Rm9","565606d5-06d5-16d5-86d5-00000980df3b",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","2875","Rm9",FALSE
"724","teharatau.mailbox@education.govt.nz","S002320","1E850B4B6587F944","2875/Rm17","CL","W",174.7227772,-41.2894425,1686775500,"Wellington|NZ","19 Allington Rd","Karori","Wellington","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Karori West Normal School","HALL",0,"Rm17","34914926-4926-1126-8126-00007d9fc723",NA,"V1.5.9","[66825|262914|66308|0|33|34|33|0|0|127]","living","2875","Rm17",FALSE
